Comments_in_chinese,Rating,Ground_truth
如果不是费雯丽，大部分人会讨厌死矫揉造作的布兰奇；如果不是白兰度，大部分人会恨死粗鲁暴力的斯坦利。,5,P
不管你是谁，我总是依赖陌生人的好心肠。——这句台词是无奈是刺痛也是挖苦，透着无尽的悲凉。,5,P
Leigh把Blanche演得太好太好太好了 好到让人心痛。Leigh能让人从这样一个角色中看到自己的部分影子 实在可怕。欲望 虚荣 谎言 这些伴随女人一辈子的词汇 如此集中尖锐地迸发出力量。,5,P
没有经历过布兰奇的那种痛苦，怎么知道费雯丽演出的伟大？,5,P
"卡赞代表作,威尼斯评审团大奖。1.费雯丽与白兰度反差鲜明的伟大表演,体验派与方法派的对决。2.破碎之镜=强暴暗示=幻梦消散=虚荣与谎言的崩解=灵魂死灭。3.剧本极佳,隐晦多义,过往轨迹逐层揭示,又留有开放空间。4.黑白光影与明灭街灯。5.卖丧葬花的老妪。ps：脑补同为体验派的阿佳妮如何演。（9.0/10）",5,P
舞台剧各种即视感，一个被欲望毁灭的故事。野性、暴烈的白兰度帅得惨绝人寰，足以让任何人为他粉身碎骨。费雯丽除展示不朽演技外在他面前简直成了个柴火妞...,5,P
他纵声一跃，清晰念出白兰芝的传世台词，我一直依赖陌生人的慈悲……,5,P
开场就致敬旧作，但旧作可是在一对普通情侣的对话里做出了个性，而新作只会互相拍照比cheese，成色相当单薄。唯一的意义是当年的落语师兄弟再聚首，但是剧作手法只会给主人公设置单一任务叠加障碍，人情味、笑点和煽情点都做作刻意。北川景子可删掉。观众笑得很大声，比电影更让我糟心。,1,N
过来人懂的道歉也好安慰也好语言都非常无力。给我一支烟，送你一朵花，此时无声胜有声。一群来不及优雅老去的欧巴桑。不去跳广场舞反而去看了瀑布，远离城镇去冒险。瀑布不会老，毫无杂质不管不顾无所顾忌的磅礴汹涌着，人会老吧但是有那么一天也好，世外之地，瀑布上映出了年轻的模样，我当我依然年轻,5,P
大妈电影,1,N
最近落语相关的电影都挺治愈的,5,P
一场修行,5,P
越看越想去日本看看！,5,P
陈大便负五星，舒淇黄渤六星,1,N
爱死这部电影！！囧瑟夫真是一个鬼才！！！这特么都能剪出一段蒙太奇！！！而且主人公身边一些人物的象征性也很有意思！！不错的电影~男生女生都应该看看~,5,P
男神自导自演的电影，作为鼓励都要满分的啦 ~~ 啊哈哈哈,5,P
好好当演员吧，别浪费大家的时间了。史上最丑斯嘉丽约翰逊（下眼线太黑真毁人啊），囧瑟夫肌肉成果展。依旧不喜欢朱丽安摩尔，不会演戏的女人,1,N
比起99年版本，我觉得99年的更好！完整缜密，特别是结尾，神来之笔啊。但两部风格完全不同，也无需比较。这部是欧洲电影的狂野奔放欲望饱满；99年的有点后古典主义的哀歌，有悬疑范儿。阿兰德龙真是英俊非凡，富家子反而粗俗无聊也不好看！都说马特达蒙丑，但很符合一心向上爬的小人物的形象呀！,5,P
意境悠长啊，相对而言新版有些小聪明气质,5,P
美丽模糊了道德的边界。两宗谋杀换来的片刻爱情竟然这么动人。,5,P
我觉得这个序幕比剧场版本身更好看,5,P
op众多sp当中  最有意义和历史（OP历史）价值的一部,5,P
主角们的过去很吸引人 哈哈,5,P
看到大家小时候/年轻时候的样子，觉得很唏嘘。相遇都是宿命。,5,P
这样看来金狮子也很强啊、后半部分好有爱~,5,P
不知道为什么OP真的无比戳中我,5,P
丰富,5,P
漫画第0话~ ,5,P
我爱死女主角了!,5,P
太深情拉，原来爱真的可以是no reason的T T,5,P
Believe in major chord.,5,P
太长了……可是两人都炒鸡可爱！第一次知道萨克斯风会跟你谈天呢,5,P
为了配乐也要给5星的！,5,P
分分钟妙不可言。,5,P
从鞋开场，从鞋结尾。这部在斯科塞斯所有作品里私以为是风格最特别，最突出最亮眼的。浪漫洒脱，鲜活可爱到极致的两个人物，谈个恋爱都不循规蹈矩。摄影、布景有部分好莱坞音乐剧的影子，很不斯科塞斯，但骨子里又很斯科塞斯。太奇妙了！好几个镜头真的是惊为天人！最爱镜子里Liza的大眼睛看到身后远处的De Niro，漂亮极了！,5,P
老电影果然不能看啊。。。那满眼的雪花。,1,N
妻夫木聪！妻夫木聪！,5,P
"我也不晓得为什么..
每看必哭就是了.",5,P
看到一半放弃了，好无聊，不知道在说啥。,1,N
人生混乱是有原因的,1,N
【B+】忽明忽暗的光线让气氛显得既阴沉又暧昧，脱离于戏剧的故事冲突性很强。最厉害的是白兰芝被米屈揭穿面具时，她像瞬间变了一个人，之前那个高贵，轻浮，不屑的少妇变成了怨毒，绝望，简直像个浑身散发着腐朽之气的老太婆。也是这一刻，我被费雯丽的演技震到了。,5,P
请不要让我这样潦草的老去,5,P
依赖陌生人的仁慈活着是不是贪婪，直达欲望的本质是不是粗暴。生活的本质就是受苦，人都没有自己想象的那么理所应当。,5,P
8.4 Logan戏院大银幕重温，如此完美的杰作，白兰芝是个被上流社会的虚伪假善、空洞与甜言蜜语惯坏了的角色，她困在自己编织的幻想童话里走不出来，斯坦利与她的对立本质上是两个阶级固有缺陷的对立，结尾旧阶级的离场与新女性的觉悟对应非常棒。费雯丽的表演太棒了，完美地诠释出这个可怜又可悲的女人,5,P
影片始终处在一种诡异而迷离的光与影中，公寓外的光忽明忽灭的闪动，一如布兰奇泥淖般混沌不安的心。一切都在迷幻之中，黑暗与光亮互相观望着对方的影子。丝黛拉与斯坦利的新生的孩子的哭声和斯坦利的呼喊声交杂成影片最后的暗色调旋律。|什么都没有，除了你的幻想！你的谎言，欺骗，和诡计！,5,P
文艺女青年一定要买房啊！！！！少女时代寄人篱下是林黛玉，势利之下总还有几分同情怜惜；青春不再，寄人篱下就是白兰芝，只剩下被侮辱与被损害……当然，就算有与文艺和美梦匹配的房子，也可能变成诺玛（《日落大道》），依然没有与房子相匹配的爱情与名望……这世界对女人太糟糕了！,5,P
讲真，只有基佬才能写出这种男女角色都入木三分的剧本。费雯丽的往日角色+精神病+八卦让本片更shocking。女人不克制卖弄风情本性是要死人的。。尤其是在白兰度老婆怀孕生娃的情况下遇上这头野兽。。这才是大龄文艺女青年之悲歌,5,P
阿兰·德龙太帅了，以至于让人丝毫感觉不到罪恶感，反倒被他迷人的蓝眼睛深深吸引。,5,P
里面的人怎么可以这么美型！！！ICS,5,P
其实原片名《阳光普照》更有味道。所有的罪恶都赤裸裸的展示在地中海灿烂的阳光下，也埋藏在阿兰德龙犹如太阳神阿波罗一般英俊的外表下。这是非同一般的反差和刺激。,5,P
不在于故事，而在于如何表达故事。镜头所述言语不及之处，才是精华。,5,P
幼年时，在阳光下无忧无虑地玩耍嬉戏的单纯，大约每个人都经历过吧。若干年之后，有的人却要如此不堪地生活着。所有念想得偿所愿的惬意时刻，有时也是悲剧的前一秒。每次在电影里看见此情此景，总不免觉得，这样的结局真是凄凉而心碎。,5,P
德隆饰演史上最帅反角！机关算尽，结果法网恢恢疏而不漏，竹篮打水一场空！另外片中罗密施奈德露了一次脸,5,P
原版天才菲利浦，结局非常好，船上那段上我想到了两年后的《水中刀》，老波灵感不会是从这里来的吧~~镜头空间的逼仄，人物之间紧绷的弦一触即发。可惜相当被剧透，所以效果打折，如果第一次看应该会很爽。,5,P
阿兰德龙，COOL!,5,P
一点都没有像评论说的那样感到失望哎，反而觉得超越了横道世之介。提及却不点破的故事，或许我真的已经老年心态了……,5,P
一群阿姨从互相不熟悉看不顺眼的陌生人变为可以互相倾诉互相依靠的朋友般的存在，配合满目的大自然风光十分地治愈人,5,P
中途差点要崩，还好。。。旁边的阿姨解析的比字幕还要传神，果然是适合阿姨看的片子，没入十佳也是可惜了@siff 新衡山,5,P
这类型简直真爱，半颗星给火车！,5,P
大学时候最喜欢跟人提起的电影，以示某人?,5,P
桔平叔演技爆炸,5,P
一个大谎要用三十个小谎来圆  看了这个后开始逐渐喜欢上妻夫木聪了,5,P
启蒙电影。,5,P
烂片,1,N
有趣可爱的电影 谎言到底值不值得···,5,P
花痴~,5,P
臭狗屎!,1,N
别闹。是部好电影,5,P
强烈推荐,5,P
冗长拖沓。。罗伯特德尼罗作怪失败，女主角太丑唱得也很一般,1,N
这就是为什么我喜欢70年代的电影，情节没有夸张的起伏，且毫无做作之处，但是也有非常感人的地方，比如德尼罗看到女友写的诗后突然让她穿上衣服，然后在冰天雪地向她求婚，比如带着一车的鲜花向怀孕的老婆道歉，还有最后蓦然分手后下着雨的街头的定格镜头，都能够触动观众的心。,5,P
珍惜吧，这样的好片子看一部少一部，未来再也拍不出这样的好片子了，无论导演还是演员。ps:观影史上最古怪的女主角没有之一:),5,P
格外贴合我现时心境的一部电影，尤其舍弃了百老汇的突兀及都市剧的巧合元素，恰到好处地升华了音乐剧中我唯一爱的表现力及纽约这座城市里我唯一欣赏的漂泊感。与我的预期分毫不差。,5,P
好看,5,P
全给又瘦又厉害的健一君！,5,P
看了囧哥日摩尔 我的三观再一次崩溃了,5,P
什么玩意儿,1,N
要不是看在男主长得还可以。我早就关掉了。剧情很拖沓。看不下去。,1,N
看这个还不如看爱情动作片呢……,1,N
最后怎么回事,1,N
傻大粗,1,N
别看！史上最蠢女主。情节乱七八糟莫名其妙。铺垫一堆后面没用,1,N
拍这种东西出来有意义吗,1,N
？？？？,1,N
全面的铺线略拖，故布疑阵设下诸多冲突让氛围提起来，不过也是用最直接的排除法就可以解决的简陋剧情。简陋的剧情和粗糙的制作以及完全在漂的表演，最后不甘心的来个反转。,1,N
小成本电影，搞不懂最后来镜想干什么。,1,N
这种听bgm即知凶手是谁的片子，女主反杀还不如她老妈，我也是服了。,1,N
看得我是一脸的懵逼。。。,1,N
女二出现了！好漂亮！男二也要上场了！恋爱戏份太少了...,5,P
下篇不够燃啊残念 但是女王棒！！,5,P
很不错的片子，很感人很感人。,5,P
讲队友情快把我讲哭了，蜜汁感动。姑娘们都好好看【捂脸,5,P
韩国电影都挺唯美。看这片子会有很多共鸣。虽说我没三个手指头。但感触颇多。试想我要是有这样的身体肯定没有敏雅这么坚强。她太善良。对生活这么抱有希望。对爱情也是这样憧憬。同样。英宰也是难得的好孩子。现实生活中很少有男的会接受那样的女子。楚濂不在乎断腿的那个谁鬼才信。一帘幽哪的梦去了,5,P
